gamename,metacritic,reccount,IsFree,PCRECs,Price
Burning Cars,0,0,False,True,5.99
MorphVOX Pro - Voice Changer,0,0,False,True,39.99
Bardbarian,0,1196,False,True,7.99
Voice of Pripyat,0,0,False,True,6.99
Zoom Player Steam Edition,0,0,False,True,29.99
GTGD S1: More Than a Gamer,0,0,False,True,0.99
Claustrophobia: The Downward Struggle,0,151,False,True,4.99
Arcane Worlds,0,170,False,True,9.99
A Mass of Dead,0,0,False,True,9.99
Dex,62,624,False,True,19.99
BADLAND: Game of the Year Edition,79,460,False,True,9.99
RymdResa,0,152,False,True,11.99
Tumblestone,91,0,False,True,9.99
The Golf Club,70,877,False,True,29.99
Secrets of Grindea,0,1828,False,True,14.99
DreadOut,55,1639,False,True,14.99
Spate,61,323,False,True,1.99
AR-K,0,322,False,True,7.99
Infinite Space III: Sea of Stars,0,0,False,True,9.99
Time Rifters,0,239,False,True,9.99
Snow Horse,0,0,False,True,5.99
Quest of Dungeons,0,531,False,True,4.99
The Girl and the Robot,0,0,False,True,9.99
//N.P.P.D. RUSH//- The milk of Ultraviolet,0,766,False,True,3.99
Block Story(tm),0,277,False,True,2.99
The Gallery - Episode 1: Call of the Starseed,0,540,False,True,29.99
RUNNING WITH RIFLES,78,3161,False,True,14.99
Depression Quest,0,3461,True,True,0.0
1HEART,0,146,False,True,9.99
Melodys Escape,0,2661,False,True,9.99
Prominence,0,0,False,True,19.99
Frozen State,0,370,False,True,11.99
Dominique Pamplemousse,62,313,False,True,4.99
Ku: Shroud of the Morrigan,0,0,False,True,4.99
I Want To Be Human,53,0,False,True,14.99
Cypress Inheritance: The Beginning,0,0,False,True,5.99
Robot Roller-Derby Disco Dodgeball,0,2165,False,True,9.99
The Forest of Doom,0,163,False,True,9.99
EPOCH,0,0,False,True,9.99
Yet Another Zombie Defense,0,8367,False,True,1.99
Reversion - The Escape (1st Chapter),0,1489,False,True,0.99
Long Night,0,0,False,True,4.99
Haunt the House: Terrortown,0,764,False,True,4.99
Realms of Arkania 2 - Star Trail Classic,0,0,False,True,3.99
Realms of Arkania 3 - Shadows over Riva Classic,0,0,False,True,3.99
Etherlords,77,0,False,True,4.99
Etherlords II,78,134,False,True,4.99
Jones On Fire,0,0,False,True,2.99
Global ATC Simulator,0,0,False,True,34.99
Car Mechanic Simulator 2014,0,2530,False,True,6.99
American Truck Simulator,76,10397,False,True,19.99
Worms World Party Remastered,0,251,False,True,14.99
Ski Region Simulator - Gold Edition,0,173,False,True,9.99
Offworld Trading Company,79,1639,False,True,39.99
HAWKEN,73,17673,True,True,0.0
Industry Giant 2,0,244,False,True,9.99
Transport Giant,0,174,False,True,9.99
Sniper Art of Victory,0,405,False,True,2.99
Tribloos 2,0,130,False,True,9.99
Space Farmers,0,816,False,True,9.99
Grand Theft Auto V,96,136846,False,True,59.99
Humanity Asset,0,379,False,True,9.99
10 Second Ninja,72,565,False,True,9.99
Light,49,273,False,True,12.99
Dungeon Lords Steam Edition,0,0,False,True,14.99
Card City Nights,0,701,False,True,3.99
Super Killer Hornet: Resurrection,0,723,False,True,4.99
Hexcells Plus,0,759,False,True,2.99
Worlds Adrift Island Creator,0,110,True,True,0.0
Hero and Daughter+,0,0,False,True,9.99
Dreamscape,0,0,False,True,9.99
Aveyond 3-1: Lord of Twilight,0,0,False,True,9.99
KAMI,0,883,False,True,3.99
Serena,0,4701,True,True,0.0
Sub Rosa,0,0,False,True,0.0
Torment: Tides of Numenera,0,176,False,True,44.99
CardFile3D,0,0,False,True,9.99
Shadow Blade: Reload,70,126,False,True,14.99
The Incredible Adventures of Van Helsing II,77,1527,False,True,14.99
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,61,3889,False,True,29.99
Detective Grimoire,0,769,False,True,6.99
Vertiginous Golf,63,849,False,True,9.99
Rail Adventures,0,0,False,True,0.0
GAUGE,0,183,False,True,3.99
Pro Rugby Manager 2015,0,143,False,True,9.99
The Last Federation,72,324,False,True,19.99
Counter-Strike Nexon: Zombies,0,24111,True,True,0.0
Gunhound EX,0,159,False,True,14.99
Evolve Stage 2,77,35278,True,True,0.0
Over 9000 Zombies!,0,430,False,True,9.99
Descent: FreeSpace - The Great War,0,123,False,True,5.99
Freespace 2,91,163,False,True,9.99
Driving School Simulator,0,130,False,True,14.99
Extreme Roads USA,0,0,False,True,9.99
Formula Truck 2013,0,0,False,True,14.99
Towtruck Simulator 2015,0,254,False,True,9.99
Game Tycoon 1.5,0,454,False,True,2.99
Agricultural Simulator 2012: Deluxe Edition,0,0,False,True,7.99
Forestry 2017 - The Simulation,0,0,False,True,19.99
Mining & Tunneling Simulator,0,101,False,True,9.99
Aviator - Bush Pilot,0,0,False,True,9.99
Stock Car Extreme,0,330,False,True,19.99
Ski-World Simulator,0,0,False,True,9.99
Snowcat Simulator,0,0,False,True,7.99
Warehouse and Logistics Simulator,0,210,False,True,9.99
Mechs & Mercs: Black Talons,0,109,False,True,9.99
Ship Simulator: Maritime Search and Rescue,0,0,False,True,17.99
Rambo The Video Game: Baker Team,0,274,False,True,12.99
Hotline Miami 2: Wrong Number,0,12055,False,True,14.99
Broforce,83,16455,False,True,14.99
RONIN,70,1027,False,True,12.99
OlliOlli,78,696,False,True,12.99
NOT A HERO,75,1116,False,True,12.99
Gods Will Be Watching,64,1677,False,True,9.99
Always Sometimes Monsters,73,1836,False,True,9.99
Dropsy,80,552,False,True,9.99
Assault Squad 2: Men of War Origins,0,0,False,True,19.99
Drox Operative,74,185,False,True,19.99
Brigador,70,355,False,True,19.99
Darkwood,0,846,False,True,14.99
Revolution Ace,0,1381,False,True,1.99
868-HACK,0,0,False,True,5.65
Jet Car Stunts,57,112,False,True,2.99
Murder Miners,0,2930,False,True,0.99
FaceRig,0,2957,False,True,14.99
Depth,65,12632,False,True,24.99
Tech Executive Tycoon,0,0,False,True,0.0
Influent,0,755,False,True,9.99
Punch! ViaCAD 2D/3D v9 + 3D Printing PowerPack LT,0,0,False,True,99.99
Alone in the Dark: Illumination(tm),0,171,False,True,19.99
Post Master,0,196,False,True,4.99
Shelter 2,58,1395,False,True,14.99
Costume Quest 2,68,332,False,True,14.99
Westerado: Double Barreled,0,492,False,True,14.99
Graviteam Tactics: Operation Star,0,254,False,True,29.99
Victorian Admirals,0,0,False,True,19.99
Anmynor Puzzles,0,0,False,True,9.99
Sentinel 3: Homeworld,0,0,False,True,6.99
Guacamelee! Super Turbo Championship Edition,80,790,False,True,14.99
Chip,0,919,False,True,6.99
Canyon Capers,0,1849,False,True,6.99
Z Steel Soldiers,0,0,False,True,12.99
Z,0,457,False,True,6.99
Summoner,78,182,False,True,4.99
Warhammer 40000: Kill Team,0,689,False,True,9.99
Space Run,73,1483,False,True,14.99
7 Wonders of the Ancient World,0,0,False,True,6.99
7 Wonders: Magical Mystery Tour,0,0,False,True,6.99
No Mans Sky,59,68725,False,True,59.99
My Best Friends - Cats & Dogs,0,0,False,True,3.99
My Vet Practice: In the Country,0,0,False,True,3.99
My Riding Stables,0,0,False,True,3.99
My Riding Stables: Life with Horses,0,0,False,True,3.99
Riding Star,0,0,False,True,3.99
My Pet Hotel,0,0,False,True,3.99
My Pet Hotel 2,0,0,False,True,3.99
Kingdom Tales,0,0,False,True,4.99
Tales From The Dragon Mountain 2: The Lair,0,0,False,True,9.99
Tango Fiesta,0,0,False,True,12.99
Fritz Chess 14,0,0,False,True,39.99
Toy Soldiers: War Chest,60,199,False,True,14.99
Mordheim: City of the Damned,74,3092,False,True,39.99
Dwelvers,0,145,False,True,19.99
FATE: Undiscovered Realms,0,126,False,True,7.99
Return to Mysterious Island,0,124,False,True,7.99
MAGIX Audio & Music Lab 2014 Premium,0,0,False,True,0.0
MAGIX Audio Cleaning Lab 2014,0,0,False,True,0.0
Return to Mysterious Island 2,0,0,False,True,7.99
VIDEOBALL,79,0,False,True,9.99
Halo: Spartan Assault,70,3067,False,True,2.99
Imperial Glory,69,610,False,True,4.99
Praetorians,78,288,False,True,4.99
The Book of Legends,0,216,False,True,14.99
Battle Group 2,0,320,False,True,7.99
Farming World,0,185,False,True,4.99
Shiny The Firefly,0,0,False,True,9.99
Albedo: Eyes from Outer Space,66,210,False,True,14.99
Tales From The Dragon Mountain: The Strix,0,0,False,True,4.99
Where Angels Cry,0,0,False,True,4.99
Assassins Creed Freedom Cry,0,815,False,True,14.99
Panzer Tactics HD,69,0,False,True,9.99
Kult: Heretic Kingdoms,0,0,False,True,5.99
About Love Hate and the other ones,0,314,False,True,6.99
On Rusty Trails,79,0,False,True,12.99
The Count of Monster Disco,0,0,False,True,0.0
Sportsfriends,0,0,False,True,14.99
Diehard Dungeon,0,318,False,True,4.99
Shantae: Riskys Revenge - Directors Cut,0,690,False,True,9.99
Mars Colony:Challenger,0,109,False,True,4.99
TUG,0,697,False,True,0.0
Deadbreed(r),0,2513,True,True,0.0
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,71,2872,False,True,49.99
Sound Forge Audio Studio 10 - Steam Powered,0,0,False,True,49.99
ACID Music Studio 10 - Steam Powered,0,0,False,True,49.99
VEGAS Pro 13 Edit - Steam Powered,0,0,False,True,399.99
A Story About My Uncle,73,6675,False,True,12.99
Spider: Rite of the Shrouded Moon,0,0,False,True,12.99
0RBITALIS,73,227,False,True,9.99
Skyborn,0,1213,False,True,14.99
Aveyond 3-2: Gates of Night,0,0,False,True,9.99
JUDGEMENT SILVERSWORD - Resurrection -,0,0,False,True,4.99
3 Stars of Destiny,0,166,False,True,14.99
A-Train 9 V4.0 : Japan Rail Simulator,0,0,False,True,59.99
Labyrinthine Dreams,0,225,False,True,1.99
Heroes of Legionwood,0,0,False,True,6.99
TinyKeep,0,345,False,True,9.99
Terrian Saga: KR-17,83,196,False,True,4.99
LA Cops,45,115,False,True,14.99
Spaceforce Homeworld,0,0,False,True,4.99
Angvik,0,448,False,True,2.99
Interplanetary,0,638,False,True,14.99
GIGANTIC ARMY,0,260,False,True,5.99
Digger Online,0,20146,False,True,9.99
9th Dawn II,0,0,False,True,7.99
Making History: The Great War,0,259,False,True,29.99
Ultionus: A Tale of Petty Revenge,0,205,False,True,6.99
Richard & Alice,70,297,False,True,5.99
Ohmicide,0,0,False,True,124.99
Gardens Inc. - From Rakes to Riches,0,0,False,True,9.99
Joe Devers Lone Wolf HD Remastered,78,288,False,True,14.99
IHF Handball Challenge 14,0,0,False,True,9.99
Abalone,0,0,False,True,4.99
Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,0,0,False,True,4.99
Rage Runner,0,0,False,True,4.99
Pretentious Game,0,240,False,True,4.99
Dracula 4 and  5 - Special Steam Edition,0,0,False,True,7.99
Devils Dare E Mo noTiao Zhan,0,131,False,True,12.99
The Troma Project,0,0,False,True,6.99
The I of the Dragon,0,164,False,True,6.99
3D ParticleGen Visual FX,0,0,False,True,9.99
Grim Legends 2: Song of the Dark Swan,0,473,False,True,9.99
Soul Axiom,57,124,False,True,19.99
Infinity Runner,56,105,False,True,6.99
The Book of Unwritten Tales 2,80,375,False,True,29.99
Bridge Constructor Playground,0,144,False,True,9.99
Gunjitsu,0,1002,False,True,3.99
A Wizards Lizard,0,372,False,True,9.99
Millennium - A New Hope,0,211,False,True,5.99
Aragami,0,0,False,True,0.0
Hover : Revolt Of Gamers,0,336,False,True,19.99
Eterium,0,0,False,True,4.99
Creeper World 3: Arc Eternal,0,1489,False,True,14.99
Adventurer Manager,0,450,False,True,4.99
Interstellaria,0,285,False,True,9.99
Uprising44: The Silent Shadows,0,0,False,True,5.99
Pulstar,0,0,False,True,1.99
KRUNCH,0,0,False,True,9.99
Crea,0,640,False,True,14.99
GhostControl Inc.,0,111,False,True,14.99
Danmaku Unlimited 2,0,301,False,True,4.99
BloodLust Shadowhunter,0,208,False,True,12.99
Dark Shadows - Army of Evil,0,116,False,True,4.99
Krita Gemini,0,0,False,True,49.99
Imagine Earth,0,124,False,True,19.99
Creativerse,0,8837,True,True,0.0
Foosball - Street Edition,0,172,False,True,4.99
Ghostship Aftermath,0,0,False,True,9.99
T.E.C. 3001,0,344,False,True,3.99
Battlepillars Gold Edition,0,267,False,True,4.99
Reversion - The Meeting (2nd Chapter),0,0,False,True,4.99
A Boy and His Blob,0,178,False,True,9.99
BloodRayne Betrayal,0,534,False,True,9.99
Adventure Chronicles: The Search For Lost Treasure,0,0,False,True,4.99
Desert Gunner,0,0,False,True,4.99
Mashed,0,176,False,True,4.99
US and THEM,0,0,False,True,9.99
Real Horror Stories Ultimate Edition,0,1245,False,True,1.99
ORB,0,0,False,True,4.99
Ubersoldier II,62,255,False,True,9.99
Clans,0,105,False,True,2.99
Disciples Sacred Lands Gold,0,0,False,True,7.99
D.W.A.R.F.S.,0,0,False,True,5.99
Wings Over Europe,62,0,False,True,9.99
Homeworld: Deserts of Kharak,79,2011,False,True,49.99
The Banner Saga 2,82,711,False,True,19.99
The Legend of Korra(tm),0,3253,False,True,14.99
Munin,68,189,False,True,9.99
Explodemon,0,0,False,True,8.99
4PM,41,220,False,True,2.99
RefleX,0,152,False,True,7.99
Indie Graphics Bundle - Royalty Free Sprites,0,0,True,True,99.99
Splatter - Blood Red Edition,0,171,False,True,9.99
Woolfe - The Red Hood Diaries,55,947,False,True,9.99
Stellaris,78,9324,False,True,39.99
Carmageddon Max Pack,0,241,False,True,9.99
Carmageddon 2: Carpocalypse Now,0,270,False,True,9.99
MX vs. ATV Supercross Encore,0,392,False,True,29.99
This War of Mine,83,19903,False,True,19.99
Fearless Fantasy,0,430,False,True,6.99
SOMA,84,6144,False,True,29.99
Sid Meiers Starships,64,1737,False,True,14.99
NBA 2K15,0,3635,False,True,59.99
Future Perfect,0,0,False,True,0.0
SuperPower 2 Steam Edition,0,943,False,True,9.99
Quake Live(tm),0,10249,False,True,9.99
Castlevania: Lords of Shadow - Mirror of Fate HD,0,612,False,True,14.99
RollerCoaster Tycoon World(tm),0,2847,False,True,49.99
Star Ruler 2,0,511,False,True,24.99
The Battle of Sol,0,0,False,True,9.99
LOST ORBIT,72,0,False,True,11.99
EasyAntiCheat eSports,0,922,True,True,0.0
Warring States,0,0,False,True,15.99
Organic Panic,0,0,False,True,0.0
Circuits,0,1710,False,True,4.99
Stick Em Up 2: Paper Adventures,0,106,False,True,2.99
100% Orange Juice,0,5045,False,True,6.99
Masterspace,0,151,False,True,13.99
FaeVerse Alchemy,0,252,True,True,0.0
Hyperdimension Neptunia Re;Birth1 / Chao Ci Ci Yuan geimu neputeyunuRe;Birth1,72,6149,False,True,29.99
Atajrubah,0,0,False,True,0.0
Strategic War in Europe,0,103,False,True,14.99
The Campaign Series: Fall Weiss,0,0,False,True,14.99
Paper Dungeons,0,0,False,True,9.99
Lucent Heart,0,201,True,True,0.0
Super Chibi Knight,0,181,False,True,4.99
Colonies Online,0,190,False,True,14.99
House of the Dying Sun,0,440,False,True,19.99
The Samaritan Paradox,75,101,False,True,9.99
Spoiler Alert,0,833,False,True,2.99
Jagged Alliance 1: Gold Edition,0,0,False,True,9.99
Nosferatu: The Wrath of Malachi,70,1650,False,True,9.99
Soulbringer,70,0,False,True,9.99
Desert Thunder,0,159,False,True,9.99
Eurofighter Typhoon,69,135,False,True,9.99
Marine Sharpshooter II: Jungle Warfare,52,506,False,True,9.99
Incoming Forces,67,174,False,True,9.99
CT Special Forces: Fire for Effect,0,130,False,True,9.99
Litil Divil,0,354,False,True,9.99
Zooloretto,0,0,False,True,6.99
The Secret Of Hildegards,0,0,False,True,4.99
IHF Handball Challenge 12,0,0,False,True,3.99
Munich Bus Simulator,0,105,False,True,24.99
New York Bus Simulator,0,0,False,True,9.99
World of Subways 2 - Berlin Line 7,0,0,False,True,14.99
World of Subways 3 - London Underground Circle Line,0,198,False,True,24.99
Salt and Sanctuary,84,2021,False,True,17.99
Rabbit Hole 3D: Steam Edition,0,288,False,True,2.99
Astebreed,86,927,False,True,14.99
KAMUI,0,0,False,True,7.99
ALLTYNEX Second,0,0,False,True,7.99
Heroines Quest: The Herald of Ragnarok,0,686,True,True,0.0
Putt-Putt(r) Joins the Parade,0,160,False,True,6.99
Freddi Fish and The Case of the Missing Kelp Seeds,0,189,False,True,6.99
Pajama Sam: No Need to Hide When Its Dark Outside,0,386,False,True,6.99
Spy Fox in Dry Cereal,0,167,False,True,6.99
Putt-Putt(r) and Peps Balloon-o-Rama,0,0,False,True,4.99
Freddi Fish and Luthers Maze Madness,0,0,False,True,4.99
Sanitarium,0,170,False,True,9.99
Lost Squad,0,0,True,True,0.0
Unclaimed World,0,0,False,True,18.99
Majestic Nights,32,0,False,True,4.99
BeamNG.drive,0,5398,False,True,24.99
Magicians & Looters,0,0,False,True,9.99
Robot Rescue Revolution,0,0,False,True,4.99
Diadra Empty,0,0,False,True,5.99
Maize,0,0,False,True,0.0
PANORAMICAL,0,120,False,True,9.99
Farm Machines Championships 2014,0,106,False,True,0.0
The Last Door - Collectors Edition,79,581,False,True,9.99
Cornerstone: The Song of Tyrim,58,0,False,True,19.99
DeadCore,78,1212,False,True,9.99
ZAMB! Biomutant Extermination,0,0,False,True,4.99
Tremor,0,0,False,True,149.99
Abyss: The Wraiths of Eden,0,650,False,True,9.99
Dark Arcana: The Carnival,0,243,False,True,9.99
Enigmatis: The Ghosts of Maple Creek,0,392,False,True,9.99
Enigmatis 2: The Mists of Ravenwood,0,555,False,True,9.99
Nightmares from the Deep 2: The Siren`s Call,0,395,False,True,9.99
Nightmares from the Deep 3: Davy Jones,0,311,False,True,9.99
Clockwork Tales: Of Glass and Ink,0,511,False,True,9.99
Grim Legends: The Forsaken Bride,0,584,False,True,9.99
9 Clues: The Secret of Serpent Creek,0,685,False,True,9.99
Left in the Dark: No One on Board,0,283,False,True,9.99
Purgatory: War of the Damned,0,0,False,True,14.99
Speed Kills,0,125,False,True,9.99
Pixel Puzzles: Japan,0,1950,False,True,6.99
Project Root,0,0,False,True,9.99
Solarix,0,204,False,True,19.99
Pixel Puzzles: UndeadZ,0,340,False,True,6.99
Showtime!,0,306,False,True,5.99
Between Me and The Night,62,0,False,True,14.99
Robowars,0,0,False,True,14.99
GearCity,0,313,False,True,16.99
Battleplan: American Civil War,66,0,False,True,9.99
LEGO(r) The Hobbit(tm),0,2282,False,True,19.99
Warhammer(r) 40000(tm): Dawn of War(r) III,0,0,False,False,0.0
RollerCoaster Tycoon(r): Deluxe,0,1754,False,True,5.99
RollerCoaster Tycoon(r) 2: Triple Thrill Pack,74,1272,False,True,9.99
Kingdom Elemental,0,0,False,True,3.99
Deadly Sin 2,0,0,False,True,4.99
Crimzon Clover WORLD IGNITION,85,753,False,True,9.99
The Entente Gold,0,392,False,True,1.99
Hard Truck Apocalypse / Ex Machina,0,670,False,True,7.99
Sledgehammer / Gear Grinder,0,0,False,True,7.99
ACE - Arena: Cyber Evolution,0,1086,True,True,0.0
Galactic Command Echo Squad SE,0,0,False,True,9.99
Kitty Powers Matchmaker,0,433,False,True,9.99
Braveland,0,670,False,True,4.99
Action Henk,74,295,False,True,14.99
Enemy Mind,0,643,False,True,9.99
Gang Beasts,0,5889,False,True,19.99
TerraTech,0,1930,False,True,19.99
Q*bert: Rebooted,0,134,False,True,4.99
Kromaia,68,0,False,True,19.99
Dead Effect,59,2080,False,True,4.99
You Have to Win the Game,0,4702,True,True,0.0
QuestRun,0,682,False,True,8.99
Eidolon,64,259,False,True,15.0
Tabletop Simulator,0,5272,False,True,19.99
ReignMaker,0,204,False,True,14.99
Pier Solar and the Great Architects,73,0,False,True,14.99
Dog Sled Saga,0,0,False,True,7.99
fault - milestone one,0,641,False,True,14.99
Steel Armor: Blaze of War,70,111,False,True,29.99
Oknytt,61,242,False,True,4.99
FarSky,0,2889,False,True,9.99
Shadows on the Vatican Act I: Greed,0,580,False,True,6.99
Strata,0,282,False,True,3.99
Rover Rescue,0,0,False,True,4.99
Black Mirror II,71,132,False,True,9.99
Black Mirror III,75,0,False,True,9.99
House of 1000 Doors: Family Secrets Collectors Edition,0,187,False,True,9.99
Viking Brothers,0,0,False,True,9.99
Nearwood - Collectors Edition,0,154,False,True,9.99
F1 2015,61,2170,False,True,54.99
Avoid - Sensory Overload,0,169,False,True,4.99
Metro 2033 Redux,0,8504,False,True,19.99
Gunship!,0,0,False,True,6.99
Zoo Empire,59,0,False,True,6.99
Shadow Ops: Red Mercury,61,0,False,True,6.99
Falcon A.T.,0,0,False,True,6.99
Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,0,337,False,True,5.99
Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,0,102,False,True,4.99
Disney Planes,0,0,False,True,19.99
Crouching Pony Hidden Dragon,0,0,False,True,9.99
Harvester,53,374,False,True,5.99
Battle Academy,0,0,False,True,14.99
Chaos Domain,0,734,False,True,9.99
Ionball 2: Ionstorm,70,461,False,True,4.99
Selfie : Sisters of the Amniotic Lens,0,0,False,True,4.99
Wildlife Park 3,0,199,False,True,9.99
Autocraft,0,201,False,True,9.99
Toybox Turbos,69,531,False,True,14.99
Resident Evil Revelations 2 / Biohazard Revelations 2,0,7066,False,True,5.99
Colin McRae Rally,0,1430,False,True,6.99
CoH 2 - The Western Front Armies: US Forces,0,0,False,True,12.99
CoH 2 - The Western Front Armies: Oberkommando West,0,0,False,True,12.99
Metro: Last Light Redux,76,6677,False,True,19.99
Rise of Nations: Extended Edition,89,3142,False,True,19.99
Pandora: First Contact,0,394,False,True,29.99
Sunset,66,175,False,True,19.99
METAL GEAR SOLID V: THE PHANTOM PAIN,91,26956,False,True,39.99
Nostradamus: The Last Prophecy,70,0,False,True,4.99
The Witchs Yarn,0,0,False,True,9.99
Derrick the Deathfin,0,0,False,True,7.99
TY the Tasmanian Tiger 4,0,164,False,True,5.99
8-Bit Commando,0,168,False,True,2.99
Pro Pinball Ultra,0,0,False,True,14.99
Mortal Online,0,2011,True,True,0.0
Yomi,0,0,False,True,14.99
Mini Metro,77,3483,False,True,9.99
Oncoming Death Steam Edition,0,0,False,False,4.99
Rex Rocket,0,164,False,True,4.99
Actual Sunlight,77,323,False,True,4.99
Whispering Willows,64,389,False,True,9.99
MechRunner,0,0,False,True,7.99
Dungeonmans,0,326,False,True,14.99
Jack Nicklaus Perfect Golf,0,526,False,True,34.99
The Room,73,4054,False,True,4.99
Backstage Pass,0,142,False,True,29.99
Conflicks - Revolutionary Space Battles,63,147,False,True,14.99
liteCam HD 5.0: Screen/Stream Capture,0,0,False,True,19.99
Strike Suit Zero: Directors Cut,0,237,False,True,19.99
Deckadance 2,0,0,False,True,49.99
Fable Anniversary,0,2999,False,True,34.99
Black Rainbow,0,0,False,True,6.99
Kingdom Tales 2,0,0,False,True,6.99
Sharpe Investigations: Death on the Seine,0,0,False,True,6.99
HTR+ Slot Car Simulation,0,0,False,True,6.99
Myths Of Orion,0,0,False,True,6.99
Sudokuball Detective,0,0,False,True,6.99
Demolition Master 3D,0,0,False,True,4.99
Redneck Racers,0,0,False,True,2.99
Hotel Collectors Edition,0,0,False,True,6.99
White Haven Mysteries,0,0,False,True,4.99
Voodoo Whisperer Curse of a Legend,0,0,False,True,4.99
Haunted Past: Realm of Ghosts,0,0,False,True,4.99
Pineview Drive,58,324,False,True,19.99
The Charnel House Trilogy,68,284,False,True,5.99
Dark Lore Mysteries: The Hunt For Truth,0,0,False,True,4.99
Shannon Tweeds Attack Of The Groupies,0,0,False,True,4.99
Ampu-Tea,0,1367,False,True,4.99
Endless Legend(tm),82,7008,False,True,29.99
A.I.M.2 Clan Wars,0,136,False,True,2.99
Ascension to the Throne,0,123,False,True,2.99
BorderZone,0,0,False,True,2.99
Perimeter: Emperors Testament,72,0,False,True,3.99
Dreamscapes: The Sandman - Premium Edition,0,0,False,True,6.99
El Matador,54,137,False,True,4.99
Faces of War,67,314,False,True,4.99
Fairy Tale About Father Frost Ivan and Nastya,0,0,False,True,2.99
Freight Tycoon Inc.,0,154,False,True,4.99
Konung 2,0,0,False,True,2.99
Konung 3: Ties of the Dynasty,0,0,False,True,2.99
Parkan 2,0,158,False,True,3.99
Planet Alcatraz,0,161,False,True,3.99
Perimeter,77,0,False,True,3.99
RC Cars,65,117,False,True,2.99
The Tomorrow War,0,0,False,True,2.99
UFO: Aftershock,0,0,False,True,3.99
Kings Bounty: Dark Side,73,566,False,True,15.99
Aggression: Europe Under Fire,0,0,False,True,9.99
Marauder,0,316,False,True,9.99
Collapse,0,297,False,True,19.99
Assassins Creed(r) Unity,0,10465,False,True,39.99
LARA CROFT AND THE TEMPLE OF OSIRIS(tm),73,872,False,True,19.99
ROCKETSROCKETSROCKETS,0,481,False,True,6.99
Requiem: Rise of the Reaver,0,318,True,True,0.0
Dracula: The Resurrection,67,157,False,True,4.99
Dracula 2: The Last Sanctuary,68,0,False,True,4.99
Dracula 3: The Path of the Dragon,0,0,False,True,7.99
762 High Calibre,0,177,False,True,4.99
Ropeway Simulator 2014,0,0,False,True,9.99
TransOcean: The Shipping Company,0,675,False,True,19.99
Construction Simulator 2015,0,1809,False,True,14.99
DubWars,0,140,False,True,9.99
LogicBots,0,0,False,True,19.99
Retro Game Crunch,0,137,False,True,9.99
Glitchspace,0,201,False,True,12.99
Life is Feudal: Your Own,63,6745,False,True,39.99
Echo of Soul,0,1455,True,True,0.0
Sokobond,82,186,False,True,9.99
Volt,0,212,False,True,1.99
Rebel Galaxy,0,3100,False,True,19.99
Project Temporality,0,0,False,True,14.99
Armello,75,2645,False,True,19.99
Micron,0,125,False,True,4.99
Falling Skies: The Game,0,0,False,True,4.99
QUALIA 3: Multi Agent,0,0,False,True,4.99
Legionwood 2: Rise of the Eternals Realm - Directors Cut,0,0,False,True,5.99
The Flock,36,265,False,True,16.99
Clandestine,69,167,False,True,19.99
Time Ramesside (A New Reckoning),0,309,False,True,4.99
Cloud Chamber,74,141,False,True,19.99
My Lands: Black Gem Hunting,0,3251,True,True,0.0
The Fall,76,2491,False,True,9.99
Grey Goo,77,2413,False,True,29.99
Colossal Kaiju Combat(tm): Kaijuland Battles,0,0,False,True,4.99
Steam Squad,0,0,False,True,17.99
You Must Build A Boat,71,492,False,True,4.99
1849,0,198,False,True,14.99
Flower Shop: Summer In Fairbrook,0,110,False,True,14.99
The Hat Man: Shadow Ward,0,2973,False,True,1.99
Always Remember Me,0,232,False,True,17.99
Planet Stronghold,0,0,False,True,18.99
Slip,0,113,False,True,3.99
I Get This Call Every Day,0,0,False,True,2.0
Akane the Kunoichi,0,570,False,True,2.99
Evolution RTS,0,345,True,True,0.0
Royal Defense,0,133,False,True,5.99
Heroes of Steel RPG,0,138,False,True,9.99
Jumpdrive,0,113,False,True,14.99
Vitrum,0,0,False,True,4.99
Motte Island,0,0,False,True,4.99
Final Slam 2,0,456,False,True,3.99
Undead Overlord,0,143,False,True,14.99
Three Dead Zed,0,0,False,True,5.99
Duelyst,82,1411,True,True,0.0
Lost Marbles,0,0,False,True,9.99
Smugglers 5,0,122,False,True,9.99
Warface 2016: Anubis,62,24336,True,True,0.0
Brawlhalla,0,27890,True,True,0.0
Growing Pains,0,0,False,True,4.99
Mirror Mysteries,0,181,False,True,4.99
Mirror Mysteries 2,0,0,False,True,4.99
Pillars of Eternity,89,7812,False,True,44.99
Empathy,0,0,False,True,0.0
The Lost Crown,71,137,False,True,9.99
The Last Crown: Blackenrock,0,0,False,True,0.0
The Last Crown: Midnight Horror,0,0,False,True,4.99
Pit People,0,0,False,True,0.0
Firefighters 2014,0,362,False,True,19.99
Industry Empire,0,179,False,True,19.99
Elminage Gothic,0,108,False,True,9.99
The Witcher(r) 3: Wild Hunt,93,50325,False,True,39.99
Titanfall - The Final Hours,0,288,False,True,1.99
Rube Works: The Official Rube Goldberg Invention Game,0,0,False,True,4.99
FINAL FANTASY(r) XIII,0,7280,False,True,15.99
