gamename,metacritic,reccount,IsFree,PCRECs,Price
Deaths Gambit,0,0,False,True,0.0
Spookys Jump Scare Mansion,0,7202,True,True,0.0
Band of Drones,0,0,False,True,7.99
The Hole Story,0,0,False,True,4.99
Astronaut Simulator,0,0,False,True,1.99
Galacide,76,0,False,True,9.99
Choice of the Petal Throne,0,0,False,True,3.99
Devoured Time,0,0,False,True,10.99
Eron,0,195,False,True,1.99
One More Line,0,0,False,True,2.99
Battle Fantasia -Revised Edition-,0,0,False,True,14.99
MAGIX Music Maker Hip Hop Edition 6,0,0,False,True,39.99
The Collider 2,70,0,False,True,9.99
Excubitor,69,0,False,True,14.99
UBERMOSH,0,832,False,True,1.99
Big Action Mega Fight!,0,0,False,True,4.99
500 Years Act 1,0,0,False,True,7.99
Alter World,0,263,False,True,1.99
Red Lake,0,163,False,True,2.99
Snakebird,0,429,False,True,6.99
Oriental Empires,0,0,False,True,0.0
Break_In,0,0,False,True,9.99
Space Beast Terror Fright,0,320,False,True,14.99
Cobalt,69,487,False,True,19.99
Return NULL - Episode 1,0,0,False,True,1.99
Frozen Free Fall: Snowball Fight,0,1743,True,True,0.0
Astroloco: Worst Contact,0,0,False,True,4.99
Unium,0,216,False,True,1.99
Project Explore,0,214,False,True,1.99
Home Improvisation: Furniture Sandbox,0,112,False,True,9.99
APT,0,0,False,True,14.99
Rogue Continuum,0,0,False,True,9.99
Inside My Radio,68,182,False,True,14.99
VR Karts,0,0,False,True,0.0
Damn virgins,0,0,False,True,4.99
The District,0,959,False,True,0.99
Defend Your Life,0,580,False,True,4.99
Attack of the Labyrinth +,0,0,False,True,1.99
Zombie Camp: Last Survivor,0,0,False,True,2.99
Vortex Attack: borutetsukusuatatsuku,0,0,False,True,6.99
Make it indie!,0,936,False,True,0.99
QuestEvent,0,0,False,True,2.99
Final Strike,0,0,False,True,9.99
R.O.O.T.S,0,0,False,True,2.99
Telepath Tactics,0,0,False,True,14.99
The Curse of Nordic Cove,0,0,False,True,0.99
Another Star,0,0,False,True,9.99
Earthtongue,0,0,False,True,4.99
No Turning Back: The Pixel Art Action-Adventure Roguelike,0,0,False,True,4.99
D4: Dark Dreams Dont Die -Season One-,67,997,False,True,14.99
The Curious Expedition,0,543,False,True,14.99
Arctic Adventure,0,0,False,True,0.0
Bio Menace,0,0,False,True,0.0
Blake Stone: Aliens of Gold,0,0,False,True,4.99
Math Rescue,0,0,False,True,4.99
Monster Bash,0,0,False,True,4.99
Mystic Towers,0,0,False,True,4.99
Paganitzu,0,0,False,True,4.99
Monuments of Mars,0,0,False,True,0.0
Cosmos Cosmic Adventure,0,0,False,True,4.99
Crystal Caves,0,0,False,True,4.99
Death Rally (Classic),0,0,False,True,4.99
Alien Carnage / Halloween Harry,0,0,False,True,0.0
Hocus Pocus,0,0,False,True,4.99
Major Stryker,0,0,True,True,2.99
Blake Stone: Planet Strike,0,0,False,True,4.99
Realms of Chaos,0,0,False,True,4.99
Pharaohs Tomb,0,0,False,True,0.0
Word Rescue,0,0,False,True,4.99
Secret Agent,0,0,False,True,4.99
Raptor: Call of the Shadows (1994 Classic Edition),0,0,False,True,4.99
Terminal Velocity,0,0,False,True,6.99
Wacky Wheels,0,0,False,True,4.99
Stargunner,0,0,True,True,0.0
Shadow Warrior (Classic),73,0,False,True,0.0
Rise of the Triad: Dark War,0,0,False,True,6.99
Xenophage: Alien Bloodsport,0,0,False,True,0.0
Dark Ages,0,0,False,True,0.0
Talisman: The Horus Heresy,0,115,False,True,14.99
Drip Drip,0,0,False,True,9.99
Exowar,0,0,False,True,6.99
Gryphon Knight Epic,55,0,False,True,9.99
3d Bridges,0,0,False,True,9.99
Sunrider: Liberation Day - Captains Edition,0,321,False,True,24.99
Selenon Rising,0,0,False,True,5.99
The Reject Demon: Toko Chapter 0 -- Prelude,0,130,False,True,4.99
Luckslinger,76,0,False,True,9.99
Good Robot,69,128,False,True,9.99
ZombieRun,0,0,False,True,2.99
Canabalt,0,111,False,True,2.99
The Music Machine,0,203,False,True,4.99
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,0,6028,False,True,0.99
Switch Galaxy Ultra,0,0,False,True,9.99
Hunter Gatherer,0,0,False,True,1.99
Gare Sapphire Mechs,0,0,False,True,7.99
Kick Ass Commandos,0,122,False,True,7.99
TAKEN,0,0,False,True,1.99
Rituals,0,0,False,True,8.99
MX vs. ATV Unleashed,71,157,False,True,9.99
Lethis - Path of Progress,65,394,False,True,19.99
City of Fools,0,0,False,True,7.99
Green Moon,0,0,False,True,6.99
Heroes of Loot,0,0,False,True,4.99
Crazy Cars - Hit the Road,0,0,False,True,2.99
Death Pirate,0,0,False,True,3.99
Evoland 2,0,1070,False,True,19.99
Elite Dangerous,80,17106,False,True,29.99
Defunct,0,0,False,True,9.99
Pirates Life,0,0,False,True,4.99
The Secret World: Ultimate Edition,0,0,False,True,59.99
Amnesia(tm): Memories,0,930,False,True,29.99
Why Am I Dead At Sea,0,0,False,True,4.99
Artifact Adventure,0,0,False,True,6.99
In Space We Brawl,0,0,False,True,8.99
Tom Clancys Rainbow Six(r) Siege,0,31380,False,True,49.99
Shutter,0,114,False,True,1.99
Uncanny Valley,67,235,False,True,9.99
Assassins Creed(r) Chronicles: Russia,0,128,False,True,9.99
Assassins Creed(r) Chronicles: India,0,183,False,True,9.99
Call of Cthulhu: Prisoner of Ice,0,0,False,True,5.99
Independence War(r) 2: Edge of Chaos,83,0,False,True,5.99
Star Trek(tm) : 25th Anniversary,0,0,False,True,5.99
Vagrant Hearts 2,0,0,False,True,9.99
From Bedrooms to Billions: Creating Sensible World of Soccer,0,0,False,False,0.0
From Bedrooms to Billions: Making Games and Sheep in Space,0,0,False,False,0.0
From Bedrooms to Billions: Making music for the Commodore 64,0,0,False,False,0.0
From Bedrooms to Billions: Making Head Over Heels,0,0,False,False,0.0
From Bedrooms to Billions: Making Shadow of the Beast,0,0,False,False,0.0
From Bedrooms to Billions: Teaching Nintendo 3D,0,0,False,False,0.0
From Bedrooms to Billions: Making Manic Miner,0,0,False,False,0.0
From Bedrooms to Billions: Making Elite,0,0,False,False,0.0
Copa Petrobras de Marcas,0,1272,True,True,0.0
Hare In The Hat,0,259,False,True,1.99
Shift Happens,0,0,False,True,13.99
FINAL FANTASY X/X-2 HD Remaster,0,2866,False,True,29.99
The Incredible Adventures of Van Helsing III,64,459,False,True,14.99
Highlands,0,149,False,True,9.99
Shadows Peak,0,0,False,True,7.99
Choice Chamber,0,106,False,True,9.99
Alpha Version.0,0,0,False,True,0.0
Remnants Of Isolation,0,0,False,True,1.99
XLarn,0,0,False,True,4.99
Our Nations Miner,0,0,False,True,5.99
Cloud Knights,0,105,False,True,4.99
How To Survive: Third Person Standalone,0,836,False,True,9.99
How to Survive 2,0,3461,False,True,14.99
Tiny Bridge: Ratventure,0,538,False,True,9.99
Nightside,0,0,False,True,13.99
Kiai Resonance,0,0,False,True,4.99
Into the Stars,61,333,False,True,19.99
Hypt,0,0,False,True,4.99
WE ARE DOOMED,0,0,False,True,9.99
Cursed Sight,0,126,False,True,6.99
Abduction Action! Plus,0,0,False,True,1.99
Once Bitten Twice Dead!,0,105,False,True,4.99
99 Waves to Die,0,0,False,True,2.99
Spellsworn,0,110,False,True,9.99
12 Labours of Hercules II: The Cretan Bull,0,1390,False,True,2.99
12 Labours of Hercules III: Girl Power,0,554,False,True,2.99
Drone Zero Gravity(tm),0,0,False,True,9.99
Soda Star,0,0,False,True,3.99
Cards and Castles,0,516,True,True,0.0
Downwell,84,2302,False,True,2.99
StarFence: Heroic Edition,0,0,False,True,4.99
Run and Fire,0,556,True,True,0.0
MAGIX Audio Cleaning Lab 2016,0,0,False,True,59.99
Lumini,69,0,False,True,12.99
Electric Circuit,0,0,False,True,1.99
Ultimate Tic-Tac-Toe,0,1088,True,True,0.0
Nightfall: Escape,0,0,False,True,14.99
The Lost Valley,0,101,False,True,4.99
The Mean Greens - Plastic Warfare,0,1796,False,True,9.99
Descent: Underground,0,273,False,True,29.99
Ongaku,0,0,False,True,5.99
Luxor HD,0,0,False,True,9.99
Doom & Destiny Advanced,0,113,False,True,9.99
Prometheus - The Fire Thief,0,0,False,True,4.99
Card Dungeon,0,0,False,True,5.99
Steamalot: Epochs Journey,0,0,False,True,4.99
Sparkle 3 Genesis,0,321,False,True,4.99
COAST GUARD,47,0,False,True,14.99
Strange Space,0,0,False,True,1.99
Turmoil,0,1124,False,True,9.99
Mother Russia Bleeds,72,682,False,True,14.99
Casino Inc.,0,0,False,True,5.99
Shrooms,0,0,False,True,14.99
Skyhook,0,0,False,True,7.99
Goosebumps: The Game,0,0,False,True,14.99
World War I,0,0,False,True,4.99
Are You Smarter Than a 5th Grader?,0,0,False,True,14.99
ASTRONEER,0,0,False,True,0.0
The Little Crane That Could,0,0,False,True,11.99
Cradle,65,844,False,True,12.99
Ice Cream Surfer,0,0,False,True,2.99
Luna Sky,0,0,False,True,12.99
True Bliss,0,0,False,True,5.99
404Sight,0,1187,True,True,0.0
Disney Infinity 3.0: Play Without Limits,0,1061,True,True,0.0
Accidental Runner,0,0,False,True,0.0
STAR WARS(tm) - X-Wing Alliance(tm),0,125,False,True,9.99
Knight & Damsel,0,0,False,True,9.99
STAR WARS(tm) X-Wing vs TIE Fighter - Balance of Power Campaigns(tm),0,0,False,True,9.99
Mortal Kombat: Legacy: Jax Sonya and Kano (Part 2),0,0,True,False,0.0
Mortal Kombat: Legacy: Johnny Cage,0,0,True,False,0.0
Mortal Kombat: Legacy: Kitana & Mileena (Part 1),0,0,True,False,0.0
Mortal Kombat: Legacy: Kitana & Mileena (Part 2),0,0,True,False,0.0
Mortal Kombat: Legacy: Raiden,0,0,True,False,0.0
Mortal Kombat: Legacy: Scorpion and Sub-Zero (Part 1),0,0,True,False,0.0
Mortal Kombat: Legacy: Scorpion and Sub-Zero (Part 2),0,0,True,False,0.0
Mortal Kombat: Legacy: Cyrax & Sektor,0,0,True,False,0.0
Tree of Life,0,4798,False,True,19.99
in Space,0,104,False,True,0.99
Portal of Evil: Stolen Runes Collectors Edition,0,0,False,True,6.99
Chronostorm: Siberian Border,0,0,False,True,0.99
Farm Frenzy: Hurricane Season,0,0,False,True,6.99
MOAI 2: Path to Another World,0,0,False,True,7.99
Weather Lord: The Successors Path,0,0,False,True,4.99
Lakeview Cabin Collection,70,501,False,True,9.99
Queen At Arms,0,0,False,True,24.99
Mysteries & Nightmares: Morgiana,0,0,False,True,7.99
Metal Reaper Online,0,458,True,True,0.0
Siralim,0,179,False,True,9.99
Ashes of Immortality,0,0,False,True,9.99
Ashes of Immortality II,0,0,False,True,6.99
Sydneys World,0,0,False,True,4.99
Mortal Kombat: Legacy II: Reunited in Macau,0,0,True,False,0.0
Mortal Kombat: Legacy II: The Fall of Liu Kang,0,0,True,False,0.0
Mortal Kombat: Legacy II: Kenshis Origin,0,0,True,False,0.0
Mortal Kombat: Legacy II: Kenshi Encounters Ermac,0,0,True,False,0.0
Mortal Kombat: Legacy II: Kitana and Mileena,0,0,True,False,0.0
Mortal Kombat: Legacy II: Johnny Cage,0,0,True,False,0.0
Mortal Kombat: Legacy II: Scorpion and Sub-Zero (Part 1),0,0,True,False,0.0
Mortal Kombat: Legacy II: Scorpion and Sub-Zero (Part 2),0,0,True,False,0.0
Mortal Kombat: Legacy II: Liu Kang,0,0,True,False,0.0
Mortal Kombat: Legacy II: Liu Kang and Kung Lao,0,0,True,False,0.0
The Living Dungeon,0,0,False,True,19.99
Dungeon League,0,0,False,True,9.99
Boss Monster,0,210,False,True,4.99
Dog Fight,0,0,False,True,9.99
Push Me Pull You,0,0,False,True,14.99
Regimental Chess,0,101,True,True,0.0
Adams Venture Chronicles,0,0,False,True,14.99
Exanima,0,1788,False,True,14.99
High On Racing,0,127,False,True,4.99
Software Inc.,0,1114,False,True,13.99
Blue Rose,0,103,False,True,19.99
Fran Bow,70,1639,False,True,14.99
Age of Enigma: The Secret of the Sixth Ghost,0,0,False,True,9.99
Marmoset Toolbag 2,0,0,False,True,149.0
18 Wheels of Steel: Extreme Trucker 2,0,0,False,True,9.99
Word Wonders: The Tower of Babel,0,0,False,True,4.99
Cadence,0,0,False,True,0.0
Fighties,0,222,False,True,4.99
3D MiniGolf,0,0,False,True,9.99
Sylvio,0,0,False,True,12.99
RPG Maker 2003,0,128,False,True,19.99
Black Mesa,86,5739,False,True,19.99
Atlantis 2: Beyond Atlantis,0,0,False,True,3.99
Garfield Kart,0,432,False,True,4.99
Courier of the Crypts,0,0,False,True,11.99
Tyranny,0,0,False,True,0.0
IPackThat,0,0,False,True,64.99
Lets Explore the Airport (Junior Field Trips),0,0,False,True,6.99
Lets Explore the Farm (Junior Field Trips),0,0,False,True,6.99
Lets Explore the Jungle (Junior Field Trips),0,0,False,True,6.99
NOBUNAGAS AMBITION: Kakushin with Power Up Kit / Xin Chang noYe Wang Ge Xin  with pawaatsupukitsuto,0,0,False,True,54.99
NOBUNAGAS AMBITION: Tendou with Power Up Kit / Xin Chang noYe Wang Tian Dao  with pawaatsupukitsuto,0,0,False,True,54.99
Toukiden: Kiwami,0,740,False,True,59.99
ROMANCE OF THE THREE KINGDOMS 13 / San Guo Zhi 13,0,1526,False,True,59.99
Tenshu General,0,0,False,True,5.99
Virus Jigglin Fever,0,0,False,True,1.99
Ghost in the Machine,0,0,False,True,4.99
Caveman Craig,0,0,False,True,10.99
O3DX,0,0,False,True,9.99
Mind Snares: Alices Journey,0,254,False,True,9.99
Interstellar Rift,0,263,False,True,14.99
Always The Same Blue Sky...,0,152,False,True,2.99
Leap of Fate,80,132,False,True,15.99
D Series OFF ROAD Racing Simulation,0,0,False,True,17.99
Mega Man Legacy Collection / rotsukuman kurashitsukusu korekushiyon,85,876,False,True,14.99
Spermination,0,300,False,True,2.99
Grave Prosperity: Redux- part 1,0,101,False,True,0.0
Escape Machines,0,491,False,True,0.99
Ossuary,0,0,False,True,9.99
STAR-BOX: RPG Adventures in Space,0,0,False,True,4.99
Goliath,57,177,False,True,19.99
Robot Arena III,0,195,False,True,19.99
Kenney Game Assets,0,0,False,True,9.99
PING 1.5+(tm),0,0,False,True,4.99
Holy Potatoes! A Weapon Shop?!,69,754,False,True,14.99
Botology,0,156,False,True,1.99
Tea Party Simulator 2015(tm),0,616,False,True,9.99
Hackers Beat,0,0,False,True,9.99
Island Flight Simulator,0,0,False,True,9.99
Seeders,0,0,False,True,4.99
Battlefleet Gothic: Armada,77,2429,False,True,39.99
Egg Returns Home,0,439,False,True,1.99
RPG Maker MV,0,977,False,True,79.99
Super Goo Goo,0,0,False,True,2.99
SWR JST DX Selective Memory Erase Effect,0,0,False,True,4.99
Dead Age,0,146,False,True,14.99
Solar Shifter EX,0,0,False,True,8.99
Windscape,0,0,False,True,16.99
Devils & Demons,0,0,False,True,9.99
Clicker Heroes,0,33323,True,True,0.0
Forget Me Not: My Organic Garden,0,121,False,True,9.99
Face It - A game to fight inner demons,0,1043,False,True,3.99
Capsule Force,0,0,False,True,4.99
Space Robot Samurai Zombie Slayer,0,0,False,True,1.99
Swordsman,0,427,True,True,0.0
Ride the Bullet,0,0,False,True,3.99
ASDAD: All-Stars Dungeons and Diamonds,0,0,False,True,6.99
Farabel,0,0,False,True,0.0
Sierra Ops,0,0,False,True,0.0
Lucius Demake,0,0,False,True,4.99
liquivid,0,0,False,True,19.99
XIIZEAL,0,0,False,True,11.99
Warlocks Citadel,0,0,False,True,5.99
Lilly and Sasha: Curse of the Immortals,0,311,False,True,4.99
Space Rogue,0,136,False,True,19.99
The Apotheosis Project,0,0,False,True,3.99
Total War: WARHAMMER,86,18583,False,True,59.99
The Sheltered,0,0,False,True,1.99
CINEVEO - VR Cinema,0,0,False,True,9.99
Downfall,75,227,False,True,13.99
Roguelands,0,1492,False,True,9.99
Freshman Year,0,178,True,True,0.0
Red Goblin: Cursed Forest,0,0,False,True,4.99
Endless Dead,0,0,False,True,0.0
Transcendence,0,0,False,True,8.99
FreeCell Quest,0,0,False,True,9.99
Luminoso,0,0,False,True,4.99
Skyflower,0,0,False,True,2.99
SUPER DISTRO,0,929,False,True,0.99
Dawn of the Plow,0,0,False,True,3.99
Wonky Pigeon!,0,0,False,True,4.99
Reagan Gorbachev,0,0,False,True,9.99
Hacker Evolution Source Code,0,0,False,True,24.99
Super Furball,0,0,False,True,3.99
Voyage to Farland,0,0,False,True,5.99
Star Trek(tm): Judgment Rites,0,0,False,True,5.99
Star Trek(tm): Starfleet Academy,0,0,False,True,5.99
BLEAK: Welcome to Glimmer,0,0,False,True,7.99
N2O: Nitrous Oxide,0,0,False,True,4.99
StartBolita - Simplemente un rompecabezas,0,0,False,True,3.99
Genesis of Drones,0,0,False,True,3.99
The Lost Battalion: All Out Warfare,0,0,False,True,0.99
Red Bit Ninja,0,0,False,True,4.99
Koi-Koi Japan [Hanafuda playing cards],0,393,False,True,9.99
Pony World 3,0,216,False,True,4.99
Restricted-RPS - All Aboard The Icarus,0,0,False,True,7.99
CopperCube 5 Game Engine,0,0,False,True,99.99
Bunker Constructor,0,0,False,True,4.99
Gynophobia,0,262,False,True,3.99
Escape,0,288,True,True,0.0
Titanis,0,0,False,True,4.99
One Manga Day,0,819,True,True,0.0
Unheard Screams - King Leopold IIs Rule Over The Congo,0,0,False,True,2.99
Super Snow Fight,0,0,False,True,4.99
After All,0,0,False,True,0.99
Curse of the Crescent Isle DX,0,0,False,True,4.99
DREAMFLIGHT VR,0,0,False,True,4.99
Go Home - Rage incoming,0,0,False,True,4.99
Kona,0,321,False,True,9.99
TASTEE: Lethal Tactics,0,120,False,True,14.99
LOUD on Planet X,72,0,False,True,7.99
Hollywood Visionary,0,0,False,True,4.99
Galaxy Union,0,0,False,True,4.99
Crash Dive,0,0,False,True,6.99
Shadow Hunter,0,0,True,True,0.0
Alexia Crow and the Cave of Heroes,0,0,False,True,5.99
House of Nightmares B-Movie Edition,0,0,False,True,9.99
Transmissions: Element 120,0,3594,True,True,0.0
Organ Biker,0,0,False,True,0.99
Quadrant,0,0,False,True,9.99
Jump/Boxer,0,0,False,True,0.99
The Way of the Pixelated Fist,0,0,False,True,1.99
How to Take Off Your Mask,0,0,False,True,14.99
Battle Brothers,0,978,False,True,19.99
Spoko and Poko,0,0,False,True,3.99
Apollo4x,0,0,False,True,9.99
Everything is Black and White,0,0,False,True,1.99
Platfinity(tm),0,0,False,True,9.99
Hacknet,82,3577,False,True,9.99
CHARIOT WARS,0,0,False,True,6.99
Ravenmark: Scourge of Estellion,75,0,False,True,14.99
quadrant,0,0,False,True,3.99
Flip,0,0,False,True,5.99
Battle of the Bulge,0,0,False,True,9.99
Beeswing,0,0,False,True,4.99
Tom Clancys The Division(tm),0,29451,False,True,59.99
WarBirds - World War II Combat Aviation,0,0,False,True,14.99
OlliOlli2: Welcome to Olliwood,82,223,False,True,14.99
Blender,0,2916,True,True,0.0
BRAWL,0,0,False,True,14.99
Gilbert Goodmate and the Mushroom of Phungoria,0,0,False,True,7.99
Rugby World Cup 2015,0,0,False,True,29.99
Vektor Wars,0,0,False,True,6.99
Volume,80,265,False,True,19.99
AdvertCity,0,0,False,True,19.99
Flying Tigers: Shadows Over China,0,275,False,True,15.99
Company of Heroes 2 - The British Forces,80,0,False,True,12.99
Starchaser: Priestess of the Night Sky,0,0,False,True,9.99
Spaceman Sparkles 2,0,0,False,True,2.99
Below Kryll,0,0,False,True,4.99
Mirrored - Chapter 1,0,0,False,True,1.99
Heroes of Normandie,65,123,False,True,29.99
Pixel Dungeon,0,120,False,True,4.99
STOORM - Full Edition.,0,0,False,True,3.99
rFactor 2,0,308,False,True,31.99
Rogue System,0,0,False,True,29.99
Generic Space Shooter,0,0,False,True,2.99
Iggys Egg Adventure,0,120,False,True,4.99
Star Balls,0,0,False,True,4.99
Teddy Terror,0,0,False,True,4.99
Champions Of Chaos 2,0,0,False,True,1.99
Hounds : The Last Hope,0,154,False,True,34.99
Disposable Heroes,0,0,False,True,4.99
Sleep Attack,0,0,False,True,6.99
Wurm Unlimited,0,872,False,True,29.99
BASEBALL STARS 2,0,0,False,True,7.99
METAL SLUG,0,453,False,True,7.99
METAL SLUG 2,0,0,False,True,6.99
SHOCK TROOPERS,0,0,False,True,7.99
TWINKLE STAR SPRITES,0,0,False,True,7.99
Carp Fishing Simulator,0,105,False,True,12.99
Seasons after Fall,76,219,False,True,14.99
ROGUS - Kingdom of The Lost Souls,0,0,False,True,4.99
Dead Star,0,0,False,True,19.99
Ludoku,0,0,False,True,4.99
Savage Resurrection,0,869,False,True,19.99
Pavel Quest,0,0,False,True,2.99
Ruzar - The Life Stone,0,0,False,True,12.99
Esenthel Engine,0,0,True,True,0.0
Zeuxis : procedural texture generator,0,0,False,True,6.99
CastleAbra,0,0,False,True,6.99
Fazbear Nightmare,0,0,True,True,0.0
Prompt,0,0,False,True,4.99
Withstand: Apotheosis,0,0,False,True,4.99
Not without my donuts,0,0,False,True,3.99
Broken Bots,0,0,False,True,6.99
Shiness: The Lightning Kingdom,0,0,False,True,29.99
The Travels of Marco Polo,0,0,False,True,6.99
Cue Club 2: Pool & Snooker,0,0,False,True,18.99
Breakout Invaders,0,0,False,True,2.99
Adorables,0,401,False,True,2.99
Magical Eyes - Red is for Anguish,77,0,False,True,14.99
Mainland,0,195,True,True,0.0
Dungeon Hero,0,0,False,True,6.99
Call of Duty(r): Black Ops III,0,44352,False,True,59.99
Spy Bugs,0,0,False,True,9.99
Narcosis,0,0,False,True,0.0
Zombie Zoeds,0,879,False,True,3.99
The Long Journey Home,0,0,False,True,0.0
SECTOR,0,0,True,True,0.0
Mighty Switch Force! Hyper Drive Edition,85,165,False,True,9.99
Puzzle Station 15th Anniversary Retro Release,0,0,False,True,3.99
Fine Sweeper,0,268,False,True,2.99
Vernons Legacy,0,0,False,True,11.99
No One But You,0,141,False,True,9.99
Lootfest,0,0,False,True,0.99
InsanZ - Retro Survival Horror,0,0,False,True,7.99
Vindicator: Uprising,0,0,False,True,2.99
Helena The 3rd,0,0,False,True,0.99
Songbringer,0,0,False,True,0.0
Dustbowl,0,0,False,True,8.99
Seduce Me the Otome,0,1445,True,True,0.0
Wish Project,0,0,False,True,1.99
Egyptian Settlement Gold,0,0,False,True,7.99
Avenging Angel,0,0,False,True,9.99
Dwarven Brawl Bros,0,0,False,True,4.99
Angels Fall First,0,663,False,True,17.99
Pixel Star,0,0,False,True,2.99
FleetCOMM,0,0,False,True,9.99
Demon Hearts,0,0,False,True,3.99
One Ship Two Ship Redshift Blueshift,0,0,False,True,8.99
Poly Bridge,73,1117,False,True,11.99
Dragons Dogma: Dark Arisen,81,5853,False,True,29.99
Rugby League Team Manager 2015,0,0,False,True,19.99
oO,0,639,False,True,0.99
Hook,0,3155,False,True,0.99
Skyshines BEDLAM,67,573,False,True,19.99
UfoPilot : Astro-Creeps Elite,0,0,False,True,4.99
Controller Companion,0,1116,False,True,2.99
SHOFER Race Driver,0,0,False,True,11.99
Afterlife Empire,0,0,False,True,4.99
Aeros Quest,0,0,False,True,4.99
Diamond Deeps,0,0,False,True,4.99
Decromancer,0,0,False,True,9.99
3D Paraglider,0,0,False,True,1.99
Almightree: The Last Dreamer,0,0,False,True,4.99
Sniper Ghost Warrior 3,0,0,False,True,49.99
Aurion: Legacy of the Kori-Odan,69,0,False,True,19.99
Tobari and the Night of the Curious Moon,0,0,False,True,9.99
Rising Angels: Hope,0,0,False,True,14.99
WORLD END ECONOMiCA episode.02,0,108,False,True,12.99
Polyball,0,104,False,True,14.99
Close Combat - Panthers in the Fog,0,0,False,True,39.99
Valiant: Resurrection,0,0,False,True,9.99
Visibility,0,0,True,True,0.0
Marble Muse,0,0,False,True,9.99
CrossCode,0,628,False,True,19.99
60 Seconds!,0,2623,False,True,9.99
Her Story,86,2975,False,True,5.99
The Darkside Detective,0,0,False,True,0.0
Through the Woods,0,0,False,True,0.0
Rememoried,0,0,False,True,9.99
GeoVox,0,0,False,True,39.99
Assassins Creed(r) Syndicate,74,3808,False,True,39.99
Beat Da Beat,0,0,False,True,1.99
Albert and Otto,0,215,False,True,4.99
Terra Nova: Strike Force Centauri,0,0,False,True,5.99
The Enchanted Cave 2,0,153,False,True,4.99
Timespinner,0,0,False,True,0.0
htoL#NiQ: The Firefly Diary,0,0,False,True,14.99
Dark Echo,0,404,False,True,2.99
Professor Teaches(r) Windows(r) 8.1,0,0,False,True,9.99
Super Mutant Alien Assault,0,0,False,True,9.99
Chronoclysm,0,0,False,True,8.99
Mysterious Space,0,0,False,True,10.0
Power of Love,0,0,False,True,4.99
Sirius Online,0,147,False,True,0.0
No Time To Explain Remastered,0,1078,False,True,14.99
Obliteracers,78,153,False,True,14.99
Nebula Online,0,256,False,True,4.99
Playing History: Vikings,0,0,False,True,2.99
President for a Day - Floodings,0,0,False,True,2.99
President for a Day - Corruption,0,0,False,True,4.99
OreLight,0,0,False,True,14.99
Apocalypse: Partys Over,0,0,False,True,4.99
Adventure in the Tower of Flight,0,0,False,True,7.99
Garbage Day,0,330,False,True,14.99
Mystery Maze Of Balthasar Castle,0,0,False,True,6.99
AR-K: The Great Escape,78,0,False,True,7.99
Brilliant Bob,0,1108,False,True,2.99
Jigoku Kisetsukan: Sense of the Seasons,0,1310,True,True,0.0
Haywire on Fuel Station Zeta,0,0,False,True,3.99
Force of Elements,0,0,True,True,0.0
Despair,0,1787,False,True,0.99
Pongo,0,404,False,True,0.99
Vinyl,0,164,True,True,0.0
Yargis - Space Melee,0,110,False,True,14.99
Amygdala,0,0,False,True,9.99
Slain: Back from Hell,75,601,False,True,12.99
Age of Survival,0,159,False,True,18.99
Predator Simulator,0,0,False,True,2.99
The Swindle,70,290,False,True,14.99
Invisible Apartment Zero,0,0,False,True,5.99
SoulCraft,0,0,False,True,4.99
Shoot Em Up Kit,0,0,False,True,39.99
Ghost in the Shell: Stand Alone Complex - First Assault Online,0,8975,True,True,0.0
Kung Fu Panda Showdown of Legendary Legends,0,0,False,True,19.99
Megatect,0,0,False,True,7.99
Hidden Mysteries: Titanic,0,0,False,True,9.99
Airport Madness: World Edition,0,139,False,True,9.99
Adventure Time: Finn and Jake Investigations,0,0,False,True,19.99
Monstro: Battle Tactics,0,0,False,True,5.99
Car Washer: Summer of the Ninja,0,0,False,True,4.99
Crossfire: Dungeons,0,0,False,True,3.99
Scourge of War: Waterloo,0,0,False,True,49.99
Let the Cat in,0,891,True,True,0.0
9 Clues 2: The Ward,0,199,False,True,9.99
Professor Why(tm): The Quantum Eye,0,0,False,True,9.99
Void Destroyer 2,0,0,False,True,0.0
Blacksea Odyssey,71,101,False,True,9.99
The Story Goes On,0,0,False,True,4.99
Spectra,0,0,False,True,7.49
NotGTAV,0,2831,False,True,2.99
Treeker: The Lost Glasses,0,0,False,True,3.99
Tanzia,0,0,False,True,0.0
Holobunnies: The Bittersweet Adventure,0,0,False,True,0.0
Brain Guzzler,0,0,False,True,1.99
Riddled Corpses,0,105,False,True,7.99
Gremlins Inc.,74,860,False,True,14.99
Templar Battleforce,0,356,False,True,9.99
Lilly and Sasha: Nexus of Souls,0,0,False,True,4.99
Scarab Tales,0,0,False,True,4.99
Coffee Shop Tycoon,0,0,False,True,0.0
Wyrmsun,0,0,True,True,0.0
Breezeblox,0,0,False,True,4.99
Axis Football 2015,0,280,False,True,14.99
Uncrowded,0,5141,False,True,0.99
Lion Quest,0,0,False,True,11.99
Nebulous,0,0,False,True,14.99
LOOP: A Tranquil Puzzle Game,0,0,False,True,4.99
Front Wars,0,0,False,True,6.99
Dale Hardshovel HD,0,0,False,True,1.99
Ruzh Delta Z,0,562,True,True,0.0
Two Steps Back,0,0,False,True,2.99
Animal Gods,50,0,False,True,9.99
NBA 2K16,0,5913,False,True,59.99
Jim Power -The Lost Dimension,0,0,False,True,4.99
